"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"7268","k","y","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7269","x","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7270","k","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7272","k","f","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7273","k","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7275","k","s","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7276","k","y","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7277","k","s","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7279","b","s","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7280","k","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7281","x","s","w","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","e"
"7282","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","n","v","e"
"7284","k","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7285","x","f","w","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7287","k","s","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7288","k","s","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7289","k","y","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7290","k","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7291","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","b","c","e"
"7292","k","y","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7293","f","y","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"7294","k","s","g","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7295","f","y","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7296","k","y","y","f","n","f","w","n","y","e","c","y","y","y","y","p","y","o","e","w","c","p"
"7297","k","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7298","k","s","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7299","k","y","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7300","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","n","c","e"
"7301","x","s","g","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"7302","k","s","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7303","f","y","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7304","k","s","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7305","k","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7306","b","f","w","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7307","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","o","c","e"
"7308","k","s","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7309","k","s","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7310","x","f","w","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7311","k","y","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7312","x","f","w","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7313","k","y","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7314","k","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7315","x","s","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7316","x","s","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","e"
"7317","k","y","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7318","k","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7319","k","s","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7322","k","s","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7323","k","s","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7324","x","y","n","f","m","f","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7326","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","y","c","e"
"7328","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","y","v","e"
"7331","k","y","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7332","k","s","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7333","k","s","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7334","k","s","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7335","b","f","w","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7336","k","s","g","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7337","f","y","e","f","m","f","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7339","k","y","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7340","f","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7341","x","s","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7342","k","y","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7343","k","y","c","f","m","f","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7344","k","y","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7345","k","s","w","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7350","k","s","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7351","x","s","g","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7352","k","s","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7354","f","y","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"7355","b","s","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","e"
"7356","f","y","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7357","f","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7358","k","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7360","x","f","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7361","x","s","c","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"7362","k","f","g","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7363","k","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7366","x","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7367","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","o","c","e"
"7369","x","y","c","f","m","a","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7370","x","s","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7372","k","y","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7373","k","s","g","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","e"
"7374","b","s","g","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7375","k","s","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7376","x","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","b","v","e"
"7377","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","b","v","e"
"7378","f","s","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"7381","k","s","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7382","f","y","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7384","k","s","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7385","k","s","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7386","b","s","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7387","k","y","n","f","m","f","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7388","k","y","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7389","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","y","v","e"
"7390","k","s","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7392","x","s","g","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7394","k","y","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7396","k","y","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7399","b","s","g","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7400","k","y","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7403","x","s","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7404","k","y","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7405","x","s","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7406","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","y","v","e"
"7408","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","n","c","e"
"7409","k","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7410","k","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7411","k","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7413","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","n","c","e"
"7415","x","s","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7416","x","s","g","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","e"
"7417","x","f","g","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7419","k","f","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7420","k","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7421","k","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7422","k","y","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7423","f","s","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"7424","k","y","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7425","k","y","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7426","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","b","c","e"
"7428","k","y","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7429","k","y","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7430","f","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7431","k","s","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7432","k","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7433","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","o","c","e"
"7434","f","s","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7436","k","s","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7438","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","o","v","e"
"7441","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","o","v","e"
"7443","k","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7444","f","y","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"7448","k","y","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7449","k","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7450","k","y","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"7452","k","s","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7453","k","y","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7454","k","y","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7455","f","y","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7456","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","b","v","e"
"7457","f","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7459","k","s","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7461","x","f","g","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7462","k","s","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7463","k","y","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7464","x","s","g","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7465","k","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7468","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","o","c","e"
"7469","b","s","g","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7470","x","y","e","f","m","a","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7471","k","s","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7474","k","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7475","k","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7476","k","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7478","k","s","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7481","k","y","n","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7482","f","s","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","e"
"7483","k","s","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7484","f","y","y","f","n","f","w","n","y","e","c","y","y","y","y","p","y","o","e","w","c","p"
"7485","k","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7486","f","y","e","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7488","k","y","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7489","k","s","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7490","f","y","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7491","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","y","c","e"
"7493","f","y","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7494","k","s","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7495","f","y","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7496","k","s","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7498","k","y","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7499","x","s","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7500","x","s","g","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7501","x","f","w","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7503","k","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7505","k","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7506","k","s","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7507","k","y","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7508","k","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7509","k","s","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7510","k","s","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7511","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","o","c","e"
"7512","f","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7513","k","s","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7514","x","s","g","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7515","x","f","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7516","k","y","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7517","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","o","c","e"
"7518","k","y","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7519","k","y","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7520","k","y","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7521","k","y","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7522","k","s","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7523","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","b","c","e"
"7524","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","n","c","e"
"7525","b","s","w","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7526","k","s","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7527","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","n","c","e"
"7528","k","y","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7529","b","f","g","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7530","b","s","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7533","x","s","w","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","n","e"
"7534","x","s","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"7535","k","s","g","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7536","x","s","w","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7537","f","y","c","f","m","f","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7538","x","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","y","c","e"
"7539","k","s","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7543","b","f","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7544","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","b","v","e"
"7545","k","y","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7551","b","s","w","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7555","k","s","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7556","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","b","c","e"
"7557","k","s","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7558","k","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7559","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","y","v","e"
"7560","x","f","w","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7563","k","s","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7564","k","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7565","x","s","w","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7567","x","f","g","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7568","k","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7569","f","y","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7570","k","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7571","k","s","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"7573","k","s","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7574","b","s","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7577","k","f","g","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7578","k","y","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7579","k","s","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7580","k","y","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7581","k","s","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7582","k","f","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","e"
"7585","b","f","w","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7586","x","s","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7587","b","s","g","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7588","k","y","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7589","k","s","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7590","k","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7592","f","s","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7593","k","s","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7595","k","y","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7596","k","s","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7597","k","s","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7598","x","s","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","e"
"7599","k","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7601","b","y","y","f","n","f","w","n","w","e","c","y","y","y","y","p","y","o","e","w","c","p"
"7603","x","s","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"7604","k","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7605","k","f","g","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7606","k","s","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7607","k","s","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7608","k","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7609","k","y","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7610","x","f","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7611","b","s","w","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7613","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","n","c","e"
"7614","k","y","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7615","k","s","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7616","b","s","g","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7617","k","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7618","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","o","v","e"
"7619","f","s","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7620","k","s","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7621","k","s","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7622","k","y","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7623","b","f","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7625","k","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7626","f","y","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7627","x","s","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7629","k","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7630","k","y","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7631","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","b","v","e"
"7633","x","s","w","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7635","k","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7636","x","y","e","f","m","f","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7637","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","y","c","e"
"7639","x","s","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7640","k","y","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
